Product ID,Title,Current Price (Rs.),Original Price (Rs.),Discount (%),Items Sold,Rating (Stars),Review Count,Product URL
601100351300093,"1pc, Wall Sticker, Removable Waterproof PVC Decal, Suitable for Wall Decoration, 22.0cm*30.0cmOpen in new tab.",390.0,,0,291300,4.7,101,https://www.temu.com/pk-en/1pc-wall-sticker-removable-waterproof-pvc-decal-suitable-for-wall-decoration-8-66in-11-81in-g-601100351300093.html
601102824073992,"12pcs acrylic mirror decorative wall stickers, self-adhesive and removable, suitable for bathrooms, living rooms, kitchens, and TV background walls, Silvery color., Wallpaper for Bathroom, Living Room Decor, Home Decor, Minimalist Decor, Modern Wall Art, Removable Decals, Glossy Finish, Decorative Mirrors, Peelandstick Decals, DIY Enthusiasts, RentersOpen in new tab.",391.0,,0,378919,4.2,13,https://www.temu.com/pk-en/12pcs-acrylic--decorative-wall-stickers-self--and-removable-suitable-for-bathrooms-living-rooms-kitchens-and-tv-background-walls-silvery-color-wallpaper-for-bathroom-living-room-decor-home-decor-minimalist-decor-modern-wall-art-removable-decals-glossy--decorative-s-peelandstick-decals-diy-enthusiasts-renters-g-601102824073992.html
601100992174467,"Top pick25/170/366pcs High Quality Lavender Bamboo Sticks Scented Incense, Burning Time Approximately 40 Minutes, Suitable for Air Purification, Yoga, Meditation, Helps Purify, Read, Taste, Sleep and Relax, No Assembly Required, All Holiday Celebrations Can Be UseOpen in new tab.",344.0,,0,2695500,4.6,562,https://www.temu.com/pk-en/25-170-366pcs-high-quality-lavender-bamboo-sticks-scented-incense--approximately--suitable-for-air-purification-yoga-meditation---read-taste-sleep-and-relax-no---celebrations--use-g-601100992174467.html
601102971637857,"Top pickModern Minimalist Black Digital Wall Clock- Battery-Free Operation, Drill-Free Installation for Easy Setup- Large Digital Display, Suitable for Living Room, Bedroom, Kitchen, Office- Durable& Lightweight Plastic Material- Quiet& Stylish Home De, Drill-Free Wall Decor, Large Number Display, Silent Wall Clock, Minimalist Clock, Contemporary Clock Style, Modern Minimalist Design, Lightweight Construction, Durable Plastic Material, Homeowners, Interior DesignersOpen in new tab.",1108.0,,0,334118,5.0,1,https://www.temu.com/pk-en/modern-minimalist--wall-clock-battery-free-operation--installation-for-easy-setup-large--suitable-for-living-room-bedroom-kitchen-office-durable-lightweight-plastic-material-quiet--de--wall-decor-large-number-display-silent-wall-clock-minimalist-clock-contemporary-clock-style-modern--lightweight-construction-durable-plastic-material--interior-designers-g-601102971637857.html
601100150278895,"10pcs High-end Marble Home Decor Self-adhesive Tile Stickers, Waterproof and Stain-resistant Easy to Install, Suitable for Kitchen, Living Room, Bedroom, Bathroom, Wall, and Floor, Multiple Colors and Sizes AvailableOpen in new tab.",1039.0,,0,8114100,4.5,309,https://www.temu.com/pk-en/10pcs-high-end-marble-home-decor-self--tile-stickers-waterproof-and-stain-resistant--suitable-for--room-bedroom-bathroom-wall-and-floor-multiple-colors-and-sizes--g-601100150278895.html
601099817314791,"Top pick12pcs 3D Mirror Wall Decals, Butterfly Mirror Stickers, DIY Wall Art, Removable Modern Design, Bedroom Mirrors, Decorative Wall Art, Autumn Decor, Room Decoration, Wall Art Framed Ready To Hang, Decorative/adhesive/large Self-adhesive/wallpaper Wall Stickers, Wall Decoration For Home, Large Self-adhesive Wall TattooOpen in new tab.",322.0,,0,81681621000,4.7,700,https://www.temu.com/pk-en/12pcs-3d--wall-decals---stickers-diy-wall-art-removable--bedroom-s-decorative-wall-art-autumn-decor-room-decoration-wall-art-framed-ready-to-hang-decorative--large-self--wallpaper-wall-stickers-wall-decoration-for-home-large-self--wall-tattoo-g-601099817314791.html
601100132996789,"Top pickElegant Arabic Calligraphy Wall Decals - Removable Vinyl Islamic Art Stickers with Geometric Design for Home & Mosque Decor, Black & White Script MuralOpen in new tab.",662.0,,0,6377900,4.6,74,https://www.temu.com/pk-en/elegant-arabic-calligraphy-wall-decals-removable-vinyl-islamic-art-stickers-with--for-home--decor-black-white-script-mural-g-601100132996789.html
601100562941817,"Top pick1pc, Dragon and Phoenix Incense Burner, Elegant, Suitable for Meditation, Yoga, Tea Space and Home Decoration - Perfect Gift for Relaxation and Spiritual Practice, Meditation Accessories | Modern | Multifunctional Dragon and Phoenix Design, Ideal for Thanksgiving, Mother'S Day, Father'S Day GiftsOpen in new tab.",363.0,,0,5865863900,4.6,266,https://www.temu.com/pk-en/1pc-dragon-and---elegant-suitable-for-meditation--space-and-home-decoration-perfect-gift-for-relaxation-and-spiritual-practice-meditation-accessories-modern-multifunctional-dragon-and--design-ideal-for-thanksgiving-mothers-day-fathers-day-gifts-g-601100562941817.html
601100987987486,"Top pick40/100/200 Lavender Incense Sticks, Natural Wood 22cm/8.7inch Bamboo Sticks, Long-Lasting Fragrance for HomeOpen in new tab.",559.0,,0,58115000,4.6,464,https://www.temu.com/pk-en/40-100-200-lavender-incense-sticks-natural-wood-22cm-8-7inch-bamboo-wands-for-yoga-meditation-and-relaxation-with-long-lasting-home-fragrance-g-601100987987486.html
601101221277739,"5pcs 3D Heart-Shaped Mirror Wall Stickers, Perfect for Living Room Decorations, Valentine's Day, Weddings, and Gifts for Friends & FamilyOpen in new tab.",627.0,,0,7483100,4.2,298,https://www.temu.com/pk-en/5pcs-3d-heart-shaped--wall-stickers--living-room-decorations-valentines-day-weddings-and-gifts-for--g-601101221277739.html
601099775043095,"10/20pcs LuxeMarble Peel and Stick Shower Tiles, Waterproof PVC Wall Panels, Space Theme Square Wall Hanging Decor for Bathroom, Kitchen, Living Room - 29.97cm x 29.97cm Indoor UseOpen in new tab.",2682.0,,0,46641000,4.7,604,https://www.temu.com/pk-en/10-20pcs-luxemarble-peel-and-stick-shower-tiles-waterproof-pvc-wall-panels-space-theme-square-wall-hanging-decor-for-bathroom--room-11-8-x11-8-indoor-use-g-601099775043095.html
601101615396429,"Top pick4pcs set of simulated tree, broad-leaved tropical rainforest decoration tree, indoor and outdoor potted plants for the whole year, hotel garden, courtyard Nordic style fake tree, floor placement, green leaf architectural style, photography propsOpen in new tab.",4824.0,,0,9701600,4.5,131,https://www.temu.com/pk-en/4pcs-set-of-simulated-tree----decoration-tree-indoor-and-outdoor-potted-plants-for-the-whole-year--courtyard--style---placement-green-leaf-architectural-style-photography-props-g-601101615396429.html
601102452933786,"Top pickinthetime Islamic Arabic Calligraphy LED Wall Clock with 7-Color Changing Lights, Silent Non-Ticking Quartz Movement, Glowing Night Light & Remote Control - Ramadan & Eid Decor, Islamic Home/Office/Mosque Decorations, Muslim Spiritual Gift for Adults - Arabic Calligraphy Design, Multicolor LED Display, Modern Islamic Wall Art Clock for Prayer Room & Ramadan Decorative Timepiece, Muslim Wall ClockOpen in new tab.",5051.0,,0,933604,4.4,36,https://www.temu.com/pk-en/-islamic-arabic-calligraphy-led-wall-clock-with-7-color-changing-lights-silent-non-ticking-quartz-movement--light-remote-control-ramadan-eid-decor-islamic-home-office--decorations-muslim-spiritual-gift-for-adults-arabic-calligraphy-design-multicolor-led-display-modern-islamic-wall--for-prayer-room-ramadan-decorative--muslim-wall-clock-g-601102452933786.html
601102410017630,"2D Flat, 1pc Elegant Flame Acrylic Wall Decor - Halloween and Christmas Abstract Design, High-Quality Metal Material with Exquisite Patterns, Suitable for Living Room, Bedroom, Kitchen, Bar Multi-Functional Home Office Decoration - Ideal Housewarming Gift and Holiday Present, Reusable and Easy to Install, Perfectly Embellishes Room Style, 2D FlatOpen in new tab.",837.0,,0,5963900,4.4,196,https://www.temu.com/pk-en/2d-flat-1pc-elegant-flame-acrylic-wall-decor-halloween-and-christmas--high-quality-metal-material-with-exquisite-patterns-suitable-for-living-room-bedroom-kitchen-bar-multi-functional-home-office-decoration-ideal-housewarming-gift-and-holiday-present-reusable-and--perfectly-embellishes--2d-flat-g-601102410017630.html
601103532476422,"Top pick10/70pcs Artificial Wisteria Flowers - White Hanging Floral Garland for Weddings, Parties, Home & Outdoor Decor | Realistic Polyester Fake Vine Backdrop Arch, No Maintenance Tabletop Decoration, Wedding Decorations, Party Decorations, Elegant Floral Design, Durable Floral Garland, Artificial Flower, Flower Garland, Artificial Flower For Decoration, Wisteria Hanging Flower, Flower For Home Decor, Artificial Flowers Like Real, Artificial Flower, KunstblumenOpen in new tab.",940.0,,0,131116,0,0,https://www.temu.com/pk-en/10-70pcs-artificial-wisteria-flowers-white-hanging-floral-garland-for-weddings-parties-home-outdoor-decor-realistic-polyester--vine-backdrop-arch-no-maintenance-tabletop-decoration-wedding-decorations-party-decorations-elegant--durable-floral-garland-artificial-flower-flower-garland-artificial-flower-for-decoration-wisteria-hanging-flower-flower-for-home-decor-artificial-flowers-like-real-artificial-flower-kunstblumen-g-601103532476422.html
